epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
185,1809.61,0.47262,0.28357,0.87032,0.96948,0.97763,0.9702,0.79471,0.75263,0.38341,0.95095,5.94964e-05,5.94964e-05,5.94964e-05
186,1818.53,0.47917,0.28847,0.87532,0.96988,0.97769,0.96842,0.79517,0.74506,0.37463,0.95299,5.61947e-05,5.61947e-05,5.61947e-05
187,1827.42,0.47667,0.28551,0.87542,0.96971,0.97773,0.96984,0.79638,0.7556,0.37292,0.95542,5.28931e-05,5.28931e-05,5.28931e-05
188,1836.28,0.47934,0.2845,0.87375,0.96921,0.97797,0.97052,0.79397,0.75459,0.37728,0.9548,4.95914e-05,4.95914e-05,4.95914e-05
189,1845.15,0.46869,0.28311,0.8671,0.96969,0.97777,0.96953,0.79074,0.75305,0.37596,0.95472,4.62898e-05,4.62898e-05,4.62898e-05
190,1854.02,0.4762,0.28714,0.87117,0.96977,0.97771,0.97061,0.79145,0.7537,0.37881,0.95777,4.29882e-05,4.29882e-05,4.29882e-05
191,1888.06,0.44591,0.26182,0.84953,0.968,0.97745,0.97165,0.79254,0.75078,0.37717,0.96467,3.96865e-05,3.96865e-05,3.96865e-05
192,1896.51,0.43085,0.25818,0.84595,0.96811,0.97741,0.96828,0.78971,0.74903,0.38328,0.97016,3.63849e-05,3.63849e-05,3.63849e-05
193,1904.98,0.41796,0.24757,0.84076,0.96912,0.97753,0.96887,0.7903,0.74914,0.38548,0.96405,3.30832e-05,3.30832e-05,3.30832e-05
194,1913.41,0.41688,0.24836,0.84222,0.9687,0.97763,0.96951,0.78704,0.7501,0.38333,0.96312,2.97816e-05,2.97816e-05,2.97816e-05
195,1924.6,0.41786,0.24763,0.84505,0.96927,0.97755,0.96987,0.78979,0.74972,0.38082,0.96347,2.64799e-05,2.64799e-05,2.64799e-05
196,1933.06,0.41086,0.24397,0.84552,0.96911,0.97719,0.96847,0.79087,0.74701,0.38204,0.96112,2.31783e-05,2.31783e-05,2.31783e-05
197,1941.5,0.40619,0.24348,0.83777,0.96927,0.97719,0.96779,0.79262,0.74981,0.38293,0.96139,1.98766e-05,1.98766e-05,1.98766e-05
198,1950.03,0.41037,0.24429,0.84225,0.96939,0.97719,0.9685,0.79418,0.75003,0.38007,0.96124,1.6575e-05,1.6575e-05,1.6575e-05
199,1958.5,0.40236,0.24082,0.83591,0.96955,0.97719,0.96749,0.79662,0.74893,0.3786,0.96083,1.32733e-05,1.32733e-05,1.32733e-05
200,1966.94,0.39992,0.24024,0.83651,0.96962,0.97719,0.96777,0.79461,0.751,0.38059,0.96044,9.97165e-06,9.97165e-06,9.97165e-06
