epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
71,797.317,0.64075,0.38107,0.92333,0.96912,0.97719,0.96641,0.7731,0.75665,0.38817,0.94506,0.000435884,0.000435884,0.000435884
72,806.158,0.63205,0.37621,0.92194,0.96807,0.97956,0.96828,0.77311,0.76451,0.40081,0.94948,0.000432583,0.000432583,0.000432583
73,815.111,0.63724,0.37619,0.92495,0.96495,0.97719,0.97258,0.78978,0.73968,0.39209,0.92501,0.000429281,0.000429281,0.000429281
74,824.088,0.63907,0.38025,0.92366,0.96836,0.97719,0.97045,0.79202,0.73478,0.39199,0.9265,0.00042598,0.00042598,0.00042598
75,833.023,0.64347,0.38423,0.92751,0.96663,0.97719,0.97238,0.77806,0.76225,0.40812,0.93844,0.000422678,0.000422678,0.000422678
76,841.948,0.64047,0.38262,0.92684,0.96725,0.97844,0.97045,0.77244,0.77667,0.39742,0.94842,0.000419376,0.000419376,0.000419376
77,850.9,0.63788,0.37686,0.92143,0.96828,0.97662,0.96354,0.78149,0.74362,0.3925,0.93959,0.000416075,0.000416075,0.000416075
78,859.86,0.63019,0.38034,0.92198,0.96693,0.97719,0.96822,0.7865,0.73785,0.39224,0.92821,0.000412773,0.000412773,0.000412773
79,868.779,0.62471,0.36739,0.91624,0.96712,0.97719,0.96813,0.78353,0.74671,0.39459,0.93779,0.000409471,0.000409471,0.000409471
80,877.671,0.63141,0.37013,0.92089,0.96898,0.97548,0.97153,0.78129,0.77604,0.39783,0.9421,0.00040617,0.00040617,0.00040617
81,886.579,0.62157,0.36607,0.91558,0.96672,0.97719,0.97214,0.78303,0.76214,0.3837,0.94096,0.000402868,0.000402868,0.000402868
82,895.436,0.61591,0.36069,0.91508,0.9681,0.97719,0.96727,0.77158,0.79385,0.408,0.95898,0.000399566,0.000399566,0.000399566
83,904.289,0.61118,0.36336,0.91563,0.9682,0.97719,0.96784,0.76794,0.79398,0.40578,0.96771,0.000396265,0.000396265,0.000396265
84,913.171,0.60729,0.36282,0.91238,0.96794,0.97719,0.97394,0.78863,0.74588,0.38607,0.93776,0.000392963,0.000392963,0.000392963
85,922.042,0.61698,0.36771,0.91843,0.96813,0.97443,0.97199,0.79376,0.74059,0.39463,0.93713,0.000389661,0.000389661,0.000389661
86,930.898,0.60822,0.36392,0.91372,0.96552,0.97719,0.97196,0.78069,0.76299,0.40184,0.95,0.00038636,0.00038636,0.00038636
87,939.836,0.6061,0.3521,0.91144,0.96693,0.97719,0.96572,0.7803,0.74402,0.38078,0.94524,0.000383058,0.000383058,0.000383058
88,948.687,0.61156,0.35956,0.91909,0.96888,0.97719,0.96876,0.77548,0.75386,0.39594,0.95104,0.000379756,0.000379756,0.000379756
89,957.541,0.6104,0.35495,0.9155,0.9664,0.97719,0.96918,0.78438,0.75322,0.38482,0.93983,0.000376455,0.000376455,0.000376455
90,966.405,0.59747,0.35133,0.90886,0.96705,0.97719,0.96669,0.78198,0.75186,0.3967,0.94324,0.000373153,0.000373153,0.000373153
91,975.265,0.601,0.35349,0.90941,0.96818,0.97719,0.9709,0.78649,0.75132,0.38708,0.94322,0.000369851,0.000369851,0.000369851
92,984.14,0.59758,0.3575,0.91216,0.96281,0.97043,0.96303,0.76626,0.7896,0.41784,0.96359,0.00036655,0.00036655,0.00036655
93,993.028,0.60368,0.3551,0.90712,0.96749,0.97719,0.97144,0.78941,0.74671,0.3931,0.93105,0.000363248,0.000363248,0.000363248
94,1001.95,0.59569,0.35139,0.90799,0.96734,0.97719,0.96872,0.77783,0.7696,0.39283,0.94493,0.000359947,0.000359947,0.000359947
95,1010.79,0.59271,0.34705,0.90981,0.96763,0.97719,0.96937,0.77637,0.77756,0.38589,0.95436,0.000356645,0.000356645,0.000356645
96,1019.61,0.59016,0.34925,0.90741,0.96746,0.97633,0.9706,0.78052,0.75757,0.38336,0.94762,0.000353343,0.000353343,0.000353343
97,1028.51,0.59277,0.34957,0.90738,0.96771,0.97719,0.96959,0.79125,0.74705,0.37424,0.93718,0.000350042,0.000350042,0.000350042
98,1037.37,0.59089,0.35274,0.909,0.97016,0.97477,0.96713,0.78608,0.74386,0.37738,0.92894,0.00034674,0.00034674,0.00034674
99,1046.24,0.58812,0.34404,0.90849,0.96589,0.97719,0.96753,0.78461,0.75539,0.38761,0.93626,0.000343438,0.000343438,0.000343438
100,1055.1,0.58254,0.34838,0.90717,0.96807,0.97719,0.9702,0.78706,0.77386,0.39187,0.9653,0.000340137,0.000340137,0.000340137
101,1063.98,0.57752,0.33997,0.9053,0.96806,0.97719,0.96969,0.7872,0.75453,0.38027,0.94598,0.000336835,0.000336835,0.000336835
102,1072.85,0.59413,0.34833,0.90991,0.9673,0.97719,0.96932,0.78119,0.75641,0.38595,0.93571,0.000333533,0.000333533,0.000333533
103,1081.67,0.57465,0.33945,0.90281,0.96889,0.977,0.97855,0.78837,0.76553,0.38681,0.94488,0.000330232,0.000330232,0.000330232
104,1090.53,0.58654,0.34742,0.90752,0.96888,0.97701,0.97437,0.78357,0.77994,0.38944,0.95337,0.00032693,0.00032693,0.00032693
105,1099.4,0.5797,0.35185,0.90382,0.96988,0.97663,0.97188,0.78679,0.75203,0.384,0.96132,0.000323628,0.000323628,0.000323628
106,1108.3,0.5774,0.34131,0.90235,0.96768,0.9766,0.97242,0.78909,0.73683,0.37902,0.93016,0.000320327,0.000320327,0.000320327
107,1117.16,0.57571,0.34021,0.90505,0.96731,0.97719,0.9691,0.7799,0.78201,0.38734,0.96138,0.000317025,0.000317025,0.000317025
108,1126.08,0.58421,0.34515,0.90398,0.96772,0.97719,0.97176,0.77589,0.77868,0.38322,0.95928,0.000313723,0.000313723,0.000313723
109,1134.99,0.56407,0.3337,0.89802,0.96875,0.97719,0.96807,0.78085,0.75243,0.37812,0.94969,0.000310422,0.000310422,0.000310422
110,1143.89,0.56885,0.33355,0.90177,0.96841,0.97719,0.97136,0.7847,0.75964,0.38355,0.94459,0.00030712,0.00030712,0.00030712
111,1152.75,0.56944,0.33595,0.89757,0.9675,0.97719,0.97045,0.78611,0.75706,0.38074,0.9455,0.000303818,0.000303818,0.000303818
112,1161.63,0.56036,0.33291,0.89776,0.96855,0.97593,0.97481,0.78984,0.76765,0.37412,0.95871,0.000300517,0.000300517,0.000300517
113,1170.49,0.56699,0.33628,0.89801,0.96873,0.97719,0.97155,0.78983,0.7556,0.39218,0.94736,0.000297215,0.000297215,0.000297215
114,1179.38,0.56938,0.33658,0.90082,0.96702,0.97875,0.97268,0.79132,0.76796,0.38324,0.96092,0.000293914,0.000293914,0.000293914
115,1188.25,0.56346,0.33656,0.89949,0.96772,0.97543,0.97752,0.79494,0.75041,0.36921,0.94752,0.000290612,0.000290612,0.000290612
116,1197.12,0.55227,0.32697,0.89427,0.96919,0.97841,0.97036,0.78343,0.77419,0.37672,0.96268,0.00028731,0.00028731,0.00028731
117,1205.98,0.56574,0.3335,0.9002,0.96992,0.97849,0.96912,0.79083,0.74283,0.37575,0.94564,0.000284009,0.000284009,0.000284009
118,1214.85,0.56356,0.32794,0.9003,0.96836,0.97719,0.97152,0.79608,0.74208,0.37311,0.94104,0.000280707,0.000280707,0.000280707
119,1223.73,0.5606,0.33303,0.9012,0.96935,0.97772,0.96807,0.77892,0.78038,0.38219,0.96751,0.000277405,0.000277405,0.000277405
120,1232.59,0.55994,0.33382,0.89907,0.96821,0.97719,0.96549,0.79017,0.74684,0.37442,0.94761,0.000274104,0.000274104,0.000274104
121,1241.45,0.55621,0.33007,0.89612,0.96996,0.97719,0.96987,0.78981,0.75758,0.37716,0.94531,0.000270802,0.000270802,0.000270802
122,1250.36,0.56253,0.33329,0.90051,0.96849,0.97719,0.97105,0.78788,0.75569,0.38405,0.94506,0.0002675,0.0002675,0.0002675
123,1259.27,0.54872,0.32382,0.8917,0.96795,0.97719,0.97022,0.79373,0.75778,0.38229,0.94395,0.000264199,0.000264199,0.000264199
124,1268.16,0.54885,0.33061,0.89425,0.96777,0.97719,0.96852,0.79677,0.7342,0.37015,0.92514,0.000260897,0.000260897,0.000260897
125,1277.03,0.54489,0.31991,0.89489,0.96882,0.97654,0.96726,0.78328,0.76859,0.38413,0.9478,0.000257595,0.000257595,0.000257595
126,1285.93,0.55321,0.32775,0.8961,0.96794,0.97553,0.96829,0.78309,0.78101,0.39058,0.95397,0.000254294,0.000254294,0.000254294
127,1294.77,0.54978,0.33059,0.89289,0.96884,0.97386,0.9676,0.78821,0.76456,0.38167,0.9601,0.000250992,0.000250992,0.000250992
128,1303.63,0.55011,0.32552,0.89684,0.96783,0.97719,0.97188,0.78891,0.76894,0.38833,0.95411,0.00024769,0.00024769,0.00024769
129,1312.5,0.54134,0.31883,0.89276,0.9678,0.97719,0.97279,0.79915,0.74511,0.37459,0.93885,0.000244389,0.000244389,0.000244389
130,1321.43,0.54097,0.3202,0.8927,0.96855,0.97832,0.96594,0.78864,0.75873,0.37791,0.95285,0.000241087,0.000241087,0.000241087
131,1330.31,0.54975,0.32114,0.89262,0.96906,0.97865,0.97417,0.80278,0.74707,0.38084,0.94078,0.000237785,0.000237785,0.000237785
132,1339.16,0.53558,0.31691,0.88852,0.96734,0.97719,0.97259,0.7895,0.78259,0.38552,0.96203,0.000234484,0.000234484,0.000234484
133,1348.01,0.53523,0.31656,0.89046,0.96851,0.97719,0.97104,0.78876,0.76456,0.38226,0.94305,0.000231182,0.000231182,0.000231182
134,1356.89,0.53303,0.31679,0.88912,0.96956,0.97823,0.9738,0.79262,0.76436,0.38431,0.94216,0.000227881,0.000227881,0.000227881
135,1365.75,0.53762,0.31889,0.89252,0.96751,0.97719,0.96687,0.7872,0.75767,0.38393,0.94992,0.000224579,0.000224579,0.000224579
136,1374.62,0.54394,0.32123,0.89548,0.96892,0.97719,0.96837,0.79066,0.75617,0.37882,0.94967,0.000221277,0.000221277,0.000221277
137,1383.52,0.54193,0.32431,0.89312,0.96879,0.97719,0.96815,0.78931,0.76517,0.37663,0.95978,0.000217976,0.000217976,0.000217976
138,1392.37,0.53027,0.31541,0.89159,0.96959,0.97835,0.96917,0.78883,0.76198,0.38565,0.95041,0.000214674,0.000214674,0.000214674
139,1401.23,0.52738,0.30986,0.88286,0.9694,0.97807,0.96719,0.78052,0.7701,0.38094,0.95548,0.000211372,0.000211372,0.000211372
140,1410.08,0.52156,0.31021,0.88645,0.96879,0.97719,0.97247,0.79315,0.75106,0.37203,0.94411,0.000208071,0.000208071,0.000208071
141,1418.99,0.53377,0.31945,0.89327,0.96878,0.97719,0.96966,0.79234,0.75831,0.38053,0.95061,0.000204769,0.000204769,0.000204769
142,1427.85,0.52833,0.31378,0.8888,0.9687,0.97807,0.96889,0.78689,0.76206,0.38322,0.95997,0.000201467,0.000201467,0.000201467
143,1436.73,0.52692,0.31293,0.88749,0.96813,0.97719,0.96904,0.78655,0.77339,0.3797,0.95518,0.000198166,0.000198166,0.000198166
144,1445.63,0.5201,0.30753,0.88711,0.9689,0.97719,0.9694,0.79386,0.74909,0.37656,0.95443,0.000194864,0.000194864,0.000194864
145,1454.5,0.5316,0.32081,0.89329,0.96874,0.97719,0.96889,0.78653,0.77194,0.37989,0.95162,0.000191562,0.000191562,0.000191562
146,1463.39,0.51624,0.30413,0.88513,0.96947,0.97719,0.96392,0.78757,0.75081,0.36937,0.95181,0.000188261,0.000188261,0.000188261
147,1472.27,0.51896,0.30721,0.88533,0.96924,0.97719,0.96533,0.79395,0.7499,0.37211,0.95457,0.000184959,0.000184959,0.000184959
148,1481.12,0.51757,0.30198,0.8846,0.9697,0.97756,0.96931,0.78848,0.77469,0.36952,0.96259,0.000181657,0.000181657,0.000181657
149,1490,0.51116,0.30141,0.87991,0.96853,0.97719,0.9707,0.78833,0.75826,0.37198,0.95459,0.000178356,0.000178356,0.000178356
150,1498.89,0.51092,0.30163,0.88098,0.96704,0.97719,0.96783,0.79437,0.74551,0.36475,0.9447,0.000175054,0.000175054,0.000175054
151,1507.8,0.5169,0.30511,0.88668,0.9692,0.97686,0.96875,0.77964,0.78087,0.38082,0.97311,0.000171752,0.000171752,0.000171752
152,1516.7,0.51634,0.30257,0.88373,0.96978,0.978,0.96813,0.7972,0.73268,0.36938,0.94338,0.000168451,0.000168451,0.000168451
153,1525.58,0.51828,0.30586,0.88356,0.96955,0.97815,0.96566,0.78759,0.7542,0.36773,0.95835,0.000165149,0.000165149,0.000165149
154,1534.45,0.51287,0.30639,0.88541,0.96917,0.97815,0.96618,0.7836,0.76355,0.37484,0.95502,0.000161848,0.000161848,0.000161848
155,1543.34,0.51731,0.30739,0.88265,0.96805,0.97719,0.96672,0.79474,0.74797,0.36821,0.94833,0.000158546,0.000158546,0.000158546
156,1552.19,0.51199,0.30617,0.88586,0.96881,0.97719,0.96792,0.78965,0.76088,0.37342,0.94684,0.000155244,0.000155244,0.000155244
157,1561.11,0.49588,0.29418,0.87709,0.96959,0.97755,0.96864,0.78583,0.77033,0.38066,0.96417,0.000151943,0.000151943,0.000151943
158,1570.06,0.50841,0.30487,0.88412,0.96845,0.97831,0.96709,0.78744,0.7567,0.37263,0.95545,0.000148641,0.000148641,0.000148641
159,1578.93,0.50616,0.2971,0.87939,0.9687,0.97802,0.96863,0.78934,0.76099,0.37437,0.96331,0.000145339,0.000145339,0.000145339
160,1587.78,0.50831,0.30323,0.88471,0.9698,0.97772,0.96779,0.78285,0.76801,0.37622,0.95628,0.000142038,0.000142038,0.000142038
161,1596.67,0.49779,0.29625,0.88133,0.96997,0.97757,0.97218,0.78987,0.76827,0.37874,0.96509,0.000138736,0.000138736,0.000138736
162,1605.54,0.51079,0.30624,0.88518,0.96986,0.97719,0.97024,0.79176,0.75839,0.38315,0.95499,0.000135434,0.000135434,0.000135434
163,1614.4,0.49869,0.29596,0.87924,0.96934,0.97756,0.9653,0.7897,0.75376,0.37626,0.94909,0.000132133,0.000132133,0.000132133
164,1623.26,0.49837,0.29883,0.87879,0.96935,0.97777,0.96432,0.78371,0.7595,0.38038,0.9581,0.000128831,0.000128831,0.000128831
165,1632.15,0.49557,0.29672,0.88001,0.96922,0.97809,0.96912,0.79088,0.75526,0.37857,0.95176,0.000125529,0.000125529,0.000125529
166,1641,0.50257,0.30388,0.88704,0.96922,0.97785,0.97259,0.79117,0.76446,0.37668,0.95698,0.000122228,0.000122228,0.000122228
167,1649.88,0.49618,0.29479,0.87798,0.96988,0.97766,0.97091,0.79537,0.76026,0.384,0.95633,0.000118926,0.000118926,0.000118926
168,1658.72,0.49879,0.30074,0.88295,0.96974,0.97752,0.9677,0.79149,0.75525,0.37815,0.95157,0.000115624,0.000115624,0.000115624
169,1667.58,0.4905,0.2933,0.8754,0.9689,0.97773,0.97086,0.78778,0.77073,0.37954,0.95991,0.000112323,0.000112323,0.000112323
170,1676.47,0.49258,0.29563,0.88025,0.96984,0.97774,0.96829,0.78789,0.75425,0.38103,0.9578,0.000109021,0.000109021,0.000109021
171,1685.31,0.48839,0.2873,0.87319,0.96941,0.97783,0.96913,0.79529,0.75755,0.37862,0.95499,0.00010572,0.00010572,0.00010572
172,1694.21,0.49058,0.29143,0.87499,0.96967,0.97758,0.9712,0.79389,0.75767,0.375,0.95465,0.000102418,0.000102418,0.000102418
173,1703.11,0.48778,0.29316,0.87544,0.96935,0.97753,0.96956,0.79353,0.74877,0.37378,0.94845,9.91162e-05,9.91162e-05,9.91162e-05
174,1711.97,0.48216,0.28815,0.8727,0.96934,0.97786,0.96847,0.79449,0.74983,0.37565,0.94859,9.58146e-05,9.58146e-05,9.58146e-05
175,1720.85,0.48266,0.2873,0.87269,0.96958,0.97766,0.96703,0.79404,0.74859,0.37777,0.95031,9.25129e-05,9.25129e-05,9.25129e-05
176,1729.71,0.4947,0.29296,0.87997,0.96949,0.9777,0.9662,0.79462,0.74979,0.37521,0.95216,8.92113e-05,8.92113e-05,8.92113e-05
177,1738.57,0.48922,0.29354,0.87454,0.96957,0.97761,0.96876,0.79008,0.75373,0.37513,0.95776,8.59096e-05,8.59096e-05,8.59096e-05
178,1747.43,0.48447,0.2892,0.8734,0.96852,0.97719,0.96696,0.79413,0.74313,0.36768,0.95215,8.26079e-05,8.26079e-05,8.26079e-05
179,1756.33,0.48637,0.29281,0.87719,0.97015,0.97754,0.97026,0.79174,0.75142,0.36784,0.94906,7.93063e-05,7.93063e-05,7.93063e-05
180,1765.21,0.47868,0.28659,0.87003,0.96996,0.97719,0.96713,0.79456,0.74726,0.37467,0.94855,7.60046e-05,7.60046e-05,7.60046e-05
181,1774.08,0.48629,0.29236,0.87554,0.96991,0.97719,0.96898,0.79954,0.75021,0.37554,0.94775,7.2703e-05,7.2703e-05,7.2703e-05
182,1782.93,0.47478,0.28548,0.87011,0.97023,0.97763,0.97024,0.79793,0.75096,0.37678,0.95531,6.94013e-05,6.94013e-05,6.94013e-05
183,1791.85,0.48469,0.28905,0.87359,0.97024,0.97776,0.9676,0.79196,0.74995,0.37831,0.95348,6.60997e-05,6.60997e-05,6.60997e-05
184,1800.72,0.47566,0.28515,0.87308,0.96969,0.97761,0.96976,0.79359,0.75407,0.38114,0.95147,6.2798e-05,6.2798e-05,6.2798e-05
