epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
42,124.758,0.77214,0.58992,0.95639,0.96739,0.97758,0.96942,0.7809,0.74405,0.52582,0.95494,0.000396265,0.000396265,0.000396265
43,127.674,0.7507,0.59026,0.95504,0.96213,0.97656,0.96816,0.77361,0.73338,0.52559,0.9535,0.000389661,0.000389661,0.000389661
44,130.573,0.77706,0.60043,0.97154,0.96344,0.97733,0.97006,0.77066,0.74176,0.52793,0.94768,0.000383058,0.000383058,0.000383058
45,133.545,0.73693,0.5649,0.95072,0.96145,0.97887,0.97187,0.77958,0.73345,0.51909,0.94423,0.000376455,0.000376455,0.000376455
46,136.436,0.75698,0.58174,0.97013,0.96399,0.97838,0.97196,0.77571,0.73309,0.52313,0.94561,0.000369851,0.000369851,0.000369851
47,138.369,0.7606,0.57545,0.96003,0.96595,0.97748,0.97162,0.77664,0.74294,0.521,0.95308,0.000363248,0.000363248,0.000363248
48,140.287,0.74191,0.56689,0.95457,0.96574,0.97746,0.96697,0.76406,0.75766,0.52824,0.95566,0.000356645,0.000356645,0.000356645
49,142.284,0.74065,0.57851,0.96522,0.96859,0.97768,0.96656,0.77151,0.73024,0.51591,0.94993,0.000350042,0.000350042,0.000350042
50,144.43,0.72892,0.56583,0.9454,0.96661,0.9783,0.96446,0.76786,0.73681,0.51227,0.95902,0.000343438,0.000343438,0.000343438
51,146.499,0.74014,0.56792,0.94219,0.96744,0.97665,0.96631,0.77673,0.74271,0.5083,0.9489,0.000336835,0.000336835,0.000336835
52,148.49,0.75657,0.55989,0.96174,0.9656,0.97753,0.96528,0.76551,0.75773,0.51331,0.951,0.000330232,0.000330232,0.000330232
53,150.403,0.73577,0.55326,0.94817,0.96585,0.97757,0.96589,0.77158,0.744,0.50943,0.94358,0.000323628,0.000323628,0.000323628
54,152.274,0.72948,0.54424,0.93725,0.96484,0.97797,0.96583,0.77115,0.74506,0.50645,0.94617,0.000317025,0.000317025,0.000317025
55,154.227,0.73346,0.5419,0.93518,0.9652,0.97804,0.96792,0.77804,0.73603,0.49582,0.94636,0.000310422,0.000310422,0.000310422
56,156.178,0.72344,0.54005,0.94535,0.96365,0.97885,0.96893,0.77254,0.75318,0.50311,0.94818,0.000303818,0.000303818,0.000303818
57,158.13,0.71794,0.54511,0.93169,0.96282,0.97833,0.96925,0.77596,0.74343,0.49621,0.94554,0.000297215,0.000297215,0.000297215
58,160,0.71937,0.54612,0.93512,0.96645,0.97758,0.96881,0.77903,0.73019,0.49787,0.94249,0.000290612,0.000290612,0.000290612
59,161.881,0.72609,0.5518,0.94509,0.96777,0.97739,0.97103,0.77996,0.72621,0.48805,0.94312,0.000284009,0.000284009,0.000284009
60,163.786,0.71761,0.53664,0.95188,0.96733,0.97715,0.97106,0.78212,0.72702,0.48472,0.94404,0.000277405,0.000277405,0.000277405
61,165.696,0.72346,0.53621,0.93123,0.96674,0.97819,0.97035,0.78379,0.72,0.48836,0.94246,0.000270802,0.000270802,0.000270802
62,167.612,0.69941,0.52478,0.93768,0.9683,0.97809,0.96961,0.77911,0.72848,0.49333,0.94514,0.000264199,0.000264199,0.000264199
63,169.537,0.71526,0.54152,0.94776,0.96714,0.97782,0.96788,0.76188,0.74697,0.50298,0.94938,0.000257595,0.000257595,0.000257595
64,171.394,0.71693,0.5307,0.94305,0.96573,0.97794,0.96759,0.76954,0.73952,0.49727,0.94207,0.000250992,0.000250992,0.000250992
65,173.313,0.71085,0.53639,0.94336,0.96494,0.9793,0.9672,0.77366,0.73196,0.48892,0.93784,0.000244389,0.000244389,0.000244389
66,175.212,0.71193,0.52915,0.9359,0.9678,0.97829,0.9672,0.77422,0.7329,0.48837,0.94362,0.000237785,0.000237785,0.000237785
67,177.158,0.71926,0.53656,0.94007,0.96829,0.9783,0.96871,0.77616,0.73231,0.48738,0.9424,0.000231182,0.000231182,0.000231182
68,179.092,0.70675,0.51904,0.94688,0.96727,0.97912,0.96914,0.77898,0.72943,0.49018,0.94118,0.000224579,0.000224579,0.000224579
69,180.958,0.7132,0.52658,0.94182,0.96722,0.97824,0.96754,0.78248,0.72937,0.48578,0.94136,0.000217976,0.000217976,0.000217976
70,182.842,0.6978,0.51502,0.93853,0.96656,0.97818,0.96741,0.78323,0.72758,0.48029,0.93749,0.000211372,0.000211372,0.000211372
71,184.712,0.68355,0.519,0.93828,0.96566,0.97963,0.96899,0.78639,0.72483,0.47891,0.93452,0.000204769,0.000204769,0.000204769
72,186.643,0.71255,0.53277,0.94547,0.96782,0.97948,0.97111,0.78042,0.73248,0.48516,0.93782,0.000198166,0.000198166,0.000198166
73,188.558,0.6895,0.51613,0.93355,0.96836,0.97801,0.97088,0.78288,0.73007,0.48233,0.93802,0.000191562,0.000191562,0.000191562
74,190.474,0.69839,0.49977,0.9376,0.96829,0.97721,0.9709,0.78411,0.72998,0.47406,0.93745,0.000184959,0.000184959,0.000184959
75,192.353,0.69317,0.51389,0.93287,0.96852,0.97667,0.97022,0.78289,0.72596,0.47754,0.93238,0.000178356,0.000178356,0.000178356
76,194.243,0.70897,0.51128,0.94118,0.96771,0.97896,0.96884,0.78177,0.71979,0.47395,0.92859,0.000171752,0.000171752,0.000171752
77,196.112,0.68516,0.51183,0.93544,0.96692,0.9792,0.96837,0.77696,0.7302,0.47722,0.93203,0.000165149,0.000165149,0.000165149
78,198.037,0.68615,0.51532,0.93209,0.96675,0.97885,0.96831,0.77408,0.7324,0.48008,0.93456,0.000158546,0.000158546,0.000158546
79,199.98,0.6958,0.5369,0.92561,0.96747,0.97799,0.96808,0.7809,0.71894,0.47735,0.93384,0.000151943,0.000151943,0.000151943
80,201.894,0.69382,0.5146,0.93517,0.96823,0.97762,0.9689,0.78176,0.72346,0.47484,0.93542,0.000145339,0.000145339,0.000145339
81,203.787,0.68778,0.51226,0.93685,0.96794,0.97794,0.97054,0.77768,0.72683,0.46856,0.93492,0.000138736,0.000138736,0.000138736
82,205.655,0.68689,0.50058,0.93202,0.96758,0.97814,0.97016,0.78114,0.72845,0.47516,0.93158,0.000132133,0.000132133,0.000132133
83,207.541,0.67621,0.50619,0.92284,0.96682,0.97818,0.96993,0.77779,0.7268,0.46877,0.92971,0.000125529,0.000125529,0.000125529
84,209.471,0.67417,0.49067,0.93106,0.96636,0.9776,0.96844,0.77891,0.7219,0.46356,0.92809,0.000118926,0.000118926,0.000118926
85,211.413,0.67644,0.50336,0.93015,0.96588,0.9774,0.96863,0.78057,0.71892,0.46331,0.92852,0.000112323,0.000112323,0.000112323
86,213.3,0.67484,0.48993,0.93306,0.96633,0.9774,0.9689,0.78051,0.71932,0.46215,0.92943,0.00010572,0.00010572,0.00010572
87,215.186,0.66612,0.48335,0.92607,0.96708,0.97757,0.96947,0.78498,0.71915,0.46497,0.93011,9.91162e-05,9.91162e-05,9.91162e-05
88,217.106,0.66337,0.50354,0.9232,0.96738,0.97788,0.96942,0.78546,0.72519,0.46913,0.93109,9.25129e-05,9.25129e-05,9.25129e-05
89,219.029,0.66875,0.48493,0.92552,0.96752,0.97792,0.96853,0.77925,0.72279,0.47066,0.93075,8.59096e-05,8.59096e-05,8.59096e-05
90,220.996,0.68406,0.48803,0.92502,0.96802,0.97759,0.96685,0.77945,0.72021,0.46509,0.93027,7.93063e-05,7.93063e-05,7.93063e-05
