epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
84,230.116,0.68991,0.49246,0.93507,0.96918,0.97792,0.97024,0.7845,0.73179,0.46518,0.94662,0.000118926,0.000118926,0.000118926
85,232.924,0.68237,0.50146,0.93496,0.96861,0.9762,0.97059,0.78734,0.73017,0.4737,0.94425,0.000112323,0.000112323,0.000112323
86,235.668,0.6679,0.49879,0.92534,0.96848,0.97678,0.97034,0.78629,0.73287,0.47797,0.94345,0.00010572,0.00010572,0.00010572
87,238.434,0.66566,0.48741,0.92754,0.96766,0.97719,0.96946,0.78406,0.73347,0.47721,0.94206,9.91162e-05,9.91162e-05,9.91162e-05
88,241.141,0.67013,0.49989,0.9252,0.96759,0.97719,0.968,0.7863,0.73406,0.47294,0.9415,9.25129e-05,9.25129e-05,9.25129e-05
89,243.869,0.6706,0.49572,0.92955,0.96759,0.97719,0.96802,0.78571,0.72916,0.47001,0.94081,8.59096e-05,8.59096e-05,8.59096e-05
90,246.593,0.66213,0.47477,0.92794,0.96731,0.97719,0.9686,0.7897,0.72482,0.46606,0.94125,7.93063e-05,7.93063e-05,7.93063e-05
91,252.226,0.64701,0.5106,0.91078,0.96773,0.97719,0.96956,0.78936,0.72624,0.46387,0.94275,7.2703e-05,7.2703e-05,7.2703e-05
92,254.994,0.64843,0.51544,0.91617,0.96818,0.97766,0.97154,0.78944,0.72916,0.46638,0.94619,6.60997e-05,6.60997e-05,6.60997e-05
93,257.819,0.63468,0.50957,0.91275,0.9672,0.97747,0.97281,0.78748,0.73316,0.47195,0.94893,5.94964e-05,5.94964e-05,5.94964e-05
94,260.434,0.62248,0.49334,0.91259,0.96675,0.97741,0.97221,0.78829,0.73271,0.47391,0.94812,5.28931e-05,5.28931e-05,5.28931e-05
95,263.176,0.62088,0.49365,0.91209,0.96652,0.97771,0.972,0.78619,0.7299,0.47642,0.94523,4.62898e-05,4.62898e-05,4.62898e-05
96,265.815,0.63066,0.50216,0.90822,0.96642,0.97815,0.97172,0.78834,0.72854,0.4731,0.94544,3.96865e-05,3.96865e-05,3.96865e-05
97,268.425,0.6383,0.49576,0.91682,0.96658,0.97837,0.97163,0.78594,0.72962,0.47151,0.94615,3.30832e-05,3.30832e-05,3.30832e-05
98,271.149,0.62313,0.48975,0.90887,0.96668,0.9768,0.97154,0.78841,0.72872,0.46893,0.94621,2.64799e-05,2.64799e-05,2.64799e-05
99,273.824,0.62802,0.49868,0.90587,0.96732,0.97822,0.97113,0.78942,0.72938,0.46926,0.94674,1.98766e-05,1.98766e-05,1.98766e-05
100,276.613,0.63063,0.49533,0.90876,0.96745,0.97821,0.97141,0.79077,0.72877,0.46904,0.94667,1.32733e-05,1.32733e-05,1.32733e-05
